GEOID,district
08059059038,5
08059059039,1
08059059040,1
08059059041,5
08059059042,5
08059059043,1
08059059044,1
08059059045,5
08059059046,5
08059059047,1
08059059048,5
08059059049,1
08059059050,5
08059059051,1
08059059052,5
08059059053,1
08059059054,5
08059059055,1
08059059056,5
08059059057,1
08059059058,1
08059059059,1
08059059060,5
08059059061,5
08059059062,5
08059059063,5
08059059064,3
08059059065,5
08059059066,5
08059059067,5
08059059068,5
08059059069,1
08059059070,3
08059059071,3
08059059072,3
08059059073,3
08059059074,1
08059059075,1
08059059076,1
08059059077,3
08059059078,5
08059059079,5
08059059080,1
08059059081,1
08059059082,1
08059059083,1
08059059084,5
08059059085,5
08059059086,5
08059059087,5
08059059088,5
08059059089,5
08059059090,5
08059059091,5
08059059092,5
08059059093,5
08059059094,5
08059059095,5
08059059096,8
08059059097,7
08059059098,7
08059059099,7
08059059100,3
08059059101,3
08059059102,3
08059059103,7
08059059104,7
08059059105,3
08059059106,7
08059059107,7
08059059108,3
08059059109,7
08059059110,7
08059059111,7
08059059112,7
08059059113,3
08059059114,3
08059059115,3
08059059116,7
08059059117,7
08059059118,3
08059059119,7
08059059120,3
08059059121,7
08059059122,3
08059059123,7
08059059124,3
08059059125,7
08059059126,7
08059059127,2
08059059128,2
08059059129,7
08059059130,7
08059059131,7
08059059132,2
08059059133,7
08059059134,7
08059059135,3
08059059136,7
08059059137,7
08059059138,2
08059059139,7
08059059140,2
08059059141,7
08059059142,2
08059059143,7
08059059144,7
08059059145,7
08059059146,7
08059059147,3
08059059148,3
08059059149,7
08059059150,7
08059059151,3
08059059152,7
08059059153,3
08059059154,3
08059059155,7
08059059156,7
08059059157,3
08059059158,5
08059059159,3
08059059160,3
08059059161,3
08059059162,3
08059059163,3
08059059164,5
08059059165,3
08059059166,3
08059059167,5
08059059168,1
08059059169,3
08059059170,3
08059059171,1
08059059172,5
08059059173,5
08059059174,5
08059059175,1
08059059176,5
08059059177,5
08059059178,5
08059059179,1
08059059180,1
08059059181,1
08059059182,7
08059059183,7
08059059184,3
08059059185,3
08059059186,1
08059059187,5
08059059188,5
08059059189,5
08059059190,5
08059059191,3
08059059192,3
08059059193,5
08059059194,3
08059059195,7
08059059196,3
08059059197,3
08059059198,7
08059059199,7
08059059200,7
08059059201,5
08059059202,7
08059059203,3
08059059204,7
08059059205,8
08059059206,7
08059059207,8
08059059208,8
08059059209,7
08059059210,7
08059059211,8
08059059212,3
08059059213,3
08059059214,1
08059059215,1
08059059216,3
08059059217,1
08059059218,1
08059059219,3
08059059220,1
08059059221,1
08059059222,1
08059059223,1
08059059224,3
08059059225,1
08059059226,3
08059059227,1
08059059228,1
08059059229,3
08059059230,1
08059059231,3
08059059232,1
08059059233,1
08059059234,1
08059059235,1
08059059236,3
08059059237,3
08059059238,1
08059059239,3
08059059240,3
08059059241,1
08059059242,1
08059059243,1
08059059244,3
08059059245,1
08059059246,3
08059059247,3
08059059248,3
08059059249,1
08059059250,3
08059059251,1
08059059252,1
08059059253,1
08059059254,3
08059059255,1
08059059256,3
08059059257,3
08059059258,1
08061061001,6
08061061002,5
08061061003,6
08061061004,5
08063063001,6
08063063002,6
08063063003,6
08063063004,6
08063063005,5
08063063006,5
08063063007,5
08063063008,6
08063063009,6
08063063010,6
08063063011,5
08063063012,5
08063063013,4
08065065001,8
08065065002,8
08065065003,6
08065065004,6
08065065005,8
08065065006,6
08067067001,8
08067067002,6
08067067003,6
08067067004,6
08067067005,6
08067067006,6
08067067007,6
08067067008,6
08067067009,8
08067067010,8
08067067011,8
08067067012,8
08067067013,6
08067067014,8
08067067015,6
08067067016,8
08067067017,8
08067067018,6
08067067019,6
08067067020,8
08067067021,8
08067067022,6
08067067023,6
08067067024,6
08067067025,8
08067067026,6
08067067027,8
08067067028,6
08067067029,8
08067067030,6
08067067031,6
08067067032,8
08069069101,8
08069069102,8
08069069201,8
08069069202,8
08069069203,8
08069069204,8
08069069205,2
08069069206,2
08069069207,8
08069069208,8
08069069209,2
08069069210,2
08069069211,8
08069069212,8
08069069213,8
08069069214,2
08069069215,2
08069069216,2
08069069217,2
08069069218,8
08069069219,2
08069069220,2
08069069221,2
08069069222,2
08069069223,2
08069069224,2
08069069225,2
08069069226,2
08069069227,2
08069069228,7
08069069229,7
08069069230,2
08069069231,2
08069069232,2
08069069233,2
08069069234,7
08069069235,2
08069069236,7
08069069237,7
08069069238,2
08069069239,2
08069069240,2
08069069241,8
08069069242,7
08069069243,7
08069069244,8
08069069245,2
08069069246,2
08069069247,8
08069069301,8
08069069302,2
08069069303,8
08069069304,2
08069069305,2
08069069306,2
08069069307,8
08069069308,8
08069069309,8
08069069310,8
08069069311,2
08069069312,2
08069069313,8
08069069314,8
08069069315,8
08069069316,2
08069069317,8
08069069318,2
08069069319,8
08069069320,8
08069069321,2
08069069322,8
08069069323,2
08069069324,8
08069069325,2
08069069326,8
08069069327,8
08069069328,8
08069069329,8
08069069330,2
08069069331,2
08069069332,2
08069069333,2
08069069334,2
08069069335,8
08069069336,2
08069069337,8
08069069338,2
08069069339,2
08069069340,2
08069069341,8
08069069342,2
08069069343,2
08069069344,2
08069069401,8
08069069402,8
08069069403,8
08069069404,2
08069069405,2
08069069406,8
08069069407,2
08069069408,2
08069069409,2
08069069410,2
08069069411,2
08069069412,2
08069069413,8
08069069414,2
08069069415,8
08069069416,8
08069069417,8
08069069418,8
08069069419,8
08069069420,8
08069069421,8
08069069422,2
08069069423,2
08069069424,2
08069069425,2
08069069426,8
08069069427,2
08069069428,8
08069069429,2
08069069430,2
08069069431,8
08069069432,8
08069069433,8
08069069434,8
08069069435,8
08069069436,8
08069069437,2
08069069438,2
08069069439,2
08069069440,2
08069069441,8
08069069501,8
08069069502,2
08069069503,7
08069069504,8
08069069505,8
08069069506,2
08069069507,2
08069069508,2
08069069509,2
08069069510,8
08069069511,8
08069069512,2
08069069513,2
08069069514,8
08069069515,8
08069069516,2
08069069517,2
08069069518,8
08069069519,8
08069069520,8
08069069521,2
08069069522,8
08069069523,8
08069069524,2
08069069525,8
08069069526,8
08069069527,2
08069069528,2
08069069529,2
08069069530,2
08069069531,2
08069069532,2
08069069533,2
08069069534,2
08069069535,8
08069069536,8
08069069537,8
08069069538,8
08069069539,2
08069069540,2
08069069541,2
08069069542,2
08069069543,2
08069069544,2
08069069545,8
08069069546,8
08069069547,8
08069069548,2
08069069549,8
08069069601,2
08069069602,2
08069069603,8
08069069701,8
08069069702,2
08069069703,8
08069069801,8
08069069802,2
08069069803,2
08069069804,2
08069069805,7
08069069806,7
08069069807,2
08069069808,7
08069069809,2
08069069810,7
08069069811,7
08069069812,7
08069069813,2
08069069814,2
08071071001,6
08071071002,6
08071071003,6
08071071004,8
08071071005,6
08071071006,6
08071071007,8
08071071008,8
08071071009,8
08071071010,6
08071071011,6
08071071012,8
08071071013,6
08071071014,6
08071071016,6
08073073001,4
08073073002,6
08073073003,4
08073073004,6
08073073005,4
08073073006,4
08073073007,4
08073073008,5
08073073009,4
08073073010,4
08073073011,4
08073073012,5
08073073013,6
08075075001,6
08075075002,2
08075075003,2
08075075004,6
08075075005,2
08075075006,6
08075075007,6
08075075008,6
08075075009,2
08075075010,2
08075075011,2
08075075012,2
08075075013,2
08075075014,2
08075075015,2
08075075016,6
08077077001,8
08077077002,8
08077077003,8
08077077004,8
08077077005,8
08077077006,8
08077077007,8
08077077008,8
08077077009,8
08077077010,8
08077077011,8
08077077012,8
08077077013,8
08077077014,8
08077077015,8
08077077016,8
08077077017,8
08077077018,6
08077077019,6
08077077020,8
08077077021,8
08077077022,8
08077077023,8
08077077024,8
08077077025,8
08077077026,8
08077077027,8
08077077028,6
08077077029,8
08077077030,6
08077077031,8
08077077032,8
08077077033,8
08077077034,8
08077077035,6
08077077036,6
08077077037,6
08077077038,6
08077077039,6
08077077040,6
08077077041,8
08077077042,6
08077077043,8
08077077044,8
08077077045,8
08077077046,8
08077077047,8
08077077048,8
08077077049,8
08077077050,8
08077077051,8
08077077052,8
08077077053,8
08077077054,8
08077077055,8
08077077056,8
08077077057,8
08079040001,6
08081081001,8
08081081002,8
08081081003,8
08081081004,8
08081081005,8
08081081006,8
08081081007,8
08081081008,8
08081081009,8
08081081010,8
08081081011,8
08081081012,8
08081081013,8
08083083001,8
08083083002,8
08083083003,8
08083083004,8
08083083005,8
08083083006,8
08083083007,8
08083083008,8
08083083009,8
08083083010,8
08083083011,8
08085085001,8
08085085002,8
08085085003,8
08085085004,8
08085085005,8
08085085006,6
08085085007,6
08085085008,8
08085085009,6
08085085010,8
08085085011,8
08085085012,8
08085085013,8
08085085014,6
08085085015,6
08085085016,6
08085085017,8
08085085018,6
08085085019,8
08085085020,8
08085085021,8
08085085022,6
08085085023,8
08085085024,6
08085085025,8
08085085026,8
08085085027,8
08085085028,8
08087087001,2
08087087002,7
08087087003,7
08087087004,7
08087087005,2
08087087006,2
08087087007,2
08087087008,7
08087087009,7
08087087010,7
08087087011,7
08087087012,7
08087087013,2
08087087014,7
08087087015,2
08087087016,2
08087087017,7
08089089001,6
08089089002,5
08089089003,5
08089089004,5
08089089005,6
08089089006,4
08089089007,6
08089089008,5
08089089009,5
08089089010,5
08089089011,5
08089089012,4
08089089013,4
08089089014,4
08089089015,4
08089089016,5
08089089017,5
08091091001,6
08091091002,6
08091091003,6
08091091004,6
08091091005,6
08093093001,5
08093093002,6
08093093003,5
08093093004,5
08093093005,5
08093093006,5
08093093007,6
08093093008,5
08093093009,8
08093093010,8
08093093011,8
08093093012,8
08093093013,5
08095095001,6
08095095002,2
08095095003,6
08095095004,2
08095095005,2
08095095006,2
08095095007,2
08095095008,2
08097097001,8
08097097002,6
08097097003,6
08097097004,6
08097097005,6
08097097006,6
08097097007,6
08097097008,6
08097097009,6
08097097010,6
08099099001,6
08099099002,6
08099099003,5
08099099004,5
08099099005,5
08099099006,6
08099099007,5
08099099008,5
08099099009,6
08099099010,6
08099099011,5
08099099012,5
08099099013,6
08101101001,6
08101101002,6
08101101003,6
08101101004,5
08101101005,6
08101101006,5
08101101007,5
08101101008,6
08101101009,5
08101101010,5
08101101011,6
08101101012,6
08101101013,6
08101101014,6
08101101015,6
08101101016,6
08101101017,5
08101101018,5
08101101019,5
08101101020,6
08101101021,5
08101101022,6
08101101023,5
08101101024,6
08101101025,5
08101101026,6
08101101027,6
08101101028,6
08101101029,6
08101101030,6
08101101031,6
08101101032,6
08101101033,5
08101101034,6
08101101035,5
08101101036,6
08101101037,6
08101101038,6
08101101039,5
08101101040,5
08101101041,6
08101101042,5
08101101043,6
08101101044,6
08101101045,6
08101101046,6
08101101047,5
08101101048,6
08101101049,5
08101101050,6
08101101051,6
08101101052,5
08101101053,5
08101101054,5
08101101055,6
08101101056,6
08101101057,5
08101101058,6
08101101059,5
08101101060,6
08101101061,6
08101101062,6
08101101063,6
08101101064,5
08101101065,5
08101101066,6
08101101067,5
08101101068,5
08101101069,6
08101101070,5
08101101071,5
08101101072,5
08101101073,6
08101101074,6
08101101075,6
08101101076,5
08101101077,5
08101101078,5
08101101079,6
08101101080,5
08101101081,5
08101101082,5
08101101083,5
08101101084,5
08101101085,6
08101101086,6
08101101087,6
08101101088,5
08101101101,5
08101101102,6
08101101103,5
08101101104,6
08101101105,5
08101101106,5
08101101107,5
08101101108,6
08101101109,5
08101101110,5
08101101111,5
08101101112,6
08101101113,5
08101101201,5
08101101202,6
08101101203,5
08101101204,5
08101101205,5
08101101206,6
08101101207,6
08101101208,6
08101101209,5
08101101210,6
08101101211,6
08101101212,6
08101101213,5
08101101214,5
08101101215,6
08101101216,6
08101101217,6
08101101218,5
08101101219,5
08101101220,5
08101101301,6
08101101302,8
08101101303,8
08101101304,6
08101101401,5
08101101402,6
08101101403,6
08103103001,8
08103103002,8
08103103003,8
08103103004,8
08103103005,8
08105105001,8
08105105002,8
08105105003,6
08105105004,6
08105105005,8
08105105006,8
08105105007,8
08105105008,6
08105105009,8
08105105010,8
08105105011,8
08105105012,6
08105105013,6
08105105014,6
08105105015,8
08107107001,8
08107107002,8
08107107003,6
08107107004,8
08107107005,8
08107107006,6
08107107007,8
08107107008,6
08107107009,8
08107107010,6
08107107011,8
08107107012,6
08107107013,6
08107107014,8
08107107015,6
08107107016,8
08107107017,6
08107107018,6
08109109001,6
08109109002,8
08109109003,8
08109109004,6
08109109005,6
08109109006,6
08109109007,6
08111111001,6
08113113001,8
08113113002,8
08113113003,6
08113113004,8
08113113005,8
08113113006,8
08115115001,2
08115115002,2
08115115003,2
08115115004,2
08115115005,2
08117117001,5
08117117002,6
08117117003,5
08117117004,6
08117117005,5
08117117006,6
08117117007,5
08117117008,6
08117117009,8
08117117010,8
08117117011,6
08117117012,6
08117117013,6
08117117014,8
08117117015,6
08117117016,8
08117117017,6
08117117018,6
08117117019,6
08117117020,6
08119119001,4
08119119002,4
08119119003,5
08119119004,4
08119119005,5
08119119006,5
08119119007,4
08119119008,4
08119119009,4
08119119010,4
08119119011,5
08119119012,4
08119119013,6
08121121001,6
08121121002,6
08121121003,6
08121121004,4
08121121005,6
08121121006,4
08123123100,2
08123123101,2
08123123102,2
08123123103,7
08123123104,2
08123123105,2
08123123106,2
08123123107,7
08123123108,2
08123123109,2
08123123110,7
08123123111,2
08123123112,7
08123123113,2
08123123114,7
08123123115,7
08123123116,7
08123123117,7
08123123118,7
08123123119,7
08123123120,7
08123123121,7
08123123122,2
08123123123,7
08123123124,2
08123123125,7
08123123126,2
08123123127,2
08123123128,7
08123123129,2
08123123130,2
08123123131,7
08123123132,2
08123123133,7
08123123134,7
08123123135,2
08123123136,7
08123123137,2
08123123138,7
08123123139,7
08123123140,7
08123123141,7
08123123142,2
08123123143,2
08123123144,7
08123123145,7
08123123146,2
08123123147,2
08123123148,7
08123123149,2
08123123150,7
08123123151,7
08123123152,7
08123123153,7
08123123200,2
08123123202,7
08123123203,7
08123123204,7
08123123205,2
08123123206,7
08123123207,7
08123123208,2
08123123209,7
08123123210,2
08123123211,2
08123123212,7
08123123213,7
08123123214,7
08123123215,2
08123123216,2
08123123217,7
08123123218,7
08123123219,2
08123123220,7
08123123221,2
08123123222,2
08123123223,2
08123123224,7
08123123225,7
08123123226,2
08123123227,7
08123123228,7
08123123229,2
08123123230,2
08123123231,2
08123123232,7
08123123233,2
08123123234,2
08123123235,7
08123123236,7
08123123237,2
08123123238,2
08123123239,2
08123123240,7
08123123241,2
08123123242,2
08123123243,2
08123123244,2
08123123245,2
08123123246,7
08123123247,2
08123123248,2
08123123249,7
08123123250,2
08123123251,2
08123123252,7
08123123253,7
08123123254,7
08123123255,7
08123123300,7
08123123301,2
08123123302,2
08123123303,2
08123123304,2
08123123305,7
08123123306,7
08123123307,2
08123123308,2
08123123309,7
08123123310,4
08123123311,2
08123123312,4
08123123313,7
08123123314,7
08123123315,2
08123123316,2
08123123317,2
08123123318,2
08123123319,2
08123123320,7
08123123321,7
08123123322,7
08123123323,2
08123123324,7
08123123325,7
08123123326,7
08123123327,7
08123123328,7
08123123329,2
08123123330,2
08123123331,2
08123123332,7
08123123333,2
08123123334,2
08123123335,2
08123123336,2
08123123337,2
08123123338,2
08123123339,7
08123123340,2
08123123341,7
08123123342,2
08123123343,7
08123123344,2
08123123345,4
08123123346,2
08125125001,6
08125125002,4
08125125003,4
08125125004,4
08125125005,6
08125125006,4
08125125007,6
08125125008,6
08125125009,6
08125125010,6
08125125011,4
08125125012,4
08125125013,6
08125125014,4
