GEOID,district
08059059038,5
08059059039,5
08059059040,5
08059059041,5
08059059042,5
08059059043,5
08059059044,5
08059059045,5
08059059046,5
08059059047,5
08059059048,5
08059059049,5
08059059050,5
08059059051,5
08059059052,5
08059059053,5
08059059054,5
08059059055,5
08059059056,5
08059059057,5
08059059058,5
08059059059,5
08059059060,5
08059059061,5
08059059062,5
08059059063,5
08059059064,5
08059059065,5
08059059066,5
08059059067,5
08059059068,5
08059059069,1
08059059070,1
08059059071,1
08059059072,1
08059059073,5
08059059074,1
08059059075,5
08059059076,1
08059059077,5
08059059078,5
08059059079,5
08059059080,5
08059059081,1
08059059082,1
08059059083,5
08059059084,5
08059059085,5
08059059086,5
08059059087,5
08059059088,5
08059059089,5
08059059090,5
08059059091,5
08059059092,5
08059059093,5
08059059094,5
08059059095,5
08059059096,6
08059059097,5
08059059098,5
08059059099,3
08059059100,5
08059059101,3
08059059102,1
08059059103,1
08059059104,1
08059059105,1
08059059106,1
08059059107,1
08059059108,5
08059059109,5
08059059110,1
08059059111,1
08059059112,1
08059059113,1
08059059114,1
08059059115,1
08059059116,1
08059059117,3
08059059118,1
08059059119,5
08059059120,1
08059059121,1
08059059122,1
08059059123,5
08059059124,1
08059059125,1
08059059126,5
08059059127,6
08059059128,3
08059059129,6
08059059130,6
08059059131,6
08059059132,3
08059059133,3
08059059134,6
08059059135,3
08059059136,3
08059059137,3
08059059138,3
08059059139,3
08059059140,3
08059059141,3
08059059142,3
08059059143,3
08059059144,1
08059059145,3
08059059146,1
08059059147,1
08059059148,1
08059059149,1
08059059150,3
08059059151,1
08059059152,1
08059059153,3
08059059154,1
08059059155,3
08059059156,3
08059059157,3
08059059158,5
08059059159,5
08059059160,5
08059059161,5
08059059162,5
08059059163,5
08059059164,5
08059059165,5
08059059166,5
08059059167,5
08059059168,5
08059059169,5
08059059170,5
08059059171,5
08059059172,5
08059059173,5
08059059174,5
08059059175,5
08059059176,5
08059059177,5
08059059178,5
08059059179,5
08059059180,5
08059059181,5
08059059182,5
08059059183,5
08059059184,5
08059059185,5
08059059186,5
08059059187,5
08059059188,5
08059059189,5
08059059190,5
08059059191,5
08059059192,5
08059059193,5
08059059194,5
08059059195,5
08059059196,5
08059059197,5
08059059198,5
08059059199,5
08059059200,5
08059059201,5
08059059202,5
08059059203,1
08059059204,5
08059059205,5
08059059206,3
08059059207,5
08059059208,3
08059059209,3
08059059210,3
08059059211,3
08059059212,5
08059059213,5
08059059214,5
08059059215,5
08059059216,5
08059059217,5
08059059218,1
08059059219,1
08059059220,5
08059059221,5
08059059222,5
08059059223,5
08059059224,1
08059059225,1
08059059226,1
08059059227,5
08059059228,5
08059059229,5
08059059230,5
08059059231,5
08059059232,1
08059059233,5
08059059234,5
08059059235,5
08059059236,5
08059059237,5
08059059238,1
08059059239,5
08059059240,5
08059059241,5
08059059242,1
08059059243,5
08059059244,5
08059059245,5
08059059246,5
08059059247,5
08059059248,5
08059059249,5
08059059250,5
08059059251,5
08059059252,5
08059059253,5
08059059254,5
08059059255,5
08059059256,5
08059059257,1
08059059258,1
08061061001,8
08061061002,8
08061061003,8
08061061004,8
08063063001,8
08063063002,8
08063063003,8
08063063004,8
08063063005,8
08063063006,8
08063063007,8
08063063008,8
08063063009,8
08063063010,8
08063063011,8
08063063012,8
08063063013,8
08065065001,4
08065065002,4
08065065003,4
08065065004,4
08065065005,4
08065065006,4
08067067001,4
08067067002,4
08067067003,4
08067067004,6
08067067005,6
08067067006,6
08067067007,6
08067067008,4
08067067009,6
08067067010,4
08067067011,6
08067067012,4
08067067013,4
08067067014,4
08067067015,4
08067067016,4
08067067017,4
08067067018,4
08067067019,4
08067067020,4
08067067021,4
08067067022,4
08067067023,4
08067067024,4
08067067025,4
08067067026,4
08067067027,6
08067067028,6
08067067029,4
08067067030,4
08067067031,4
08067067032,6
08069069101,2
08069069102,2
08069069201,2
08069069202,2
08069069203,2
08069069204,2
08069069205,2
08069069206,2
08069069207,2
08069069208,2
08069069209,2
08069069210,2
08069069211,2
08069069212,2
08069069213,2
08069069214,2
08069069215,2
08069069216,2
08069069217,2
08069069218,2
08069069219,2
08069069220,2
08069069221,2
08069069222,2
08069069223,2
08069069224,2
08069069225,2
08069069226,2
08069069227,2
08069069228,2
08069069229,2
08069069230,2
08069069231,2
08069069232,2
08069069233,2
08069069234,2
08069069235,2
08069069236,2
08069069237,2
08069069238,2
08069069239,2
08069069240,2
08069069241,2
08069069242,2
08069069243,2
08069069244,2
08069069245,2
08069069246,2
08069069247,2
08069069301,2
08069069302,2
08069069303,2
08069069304,2
08069069305,2
08069069306,2
08069069307,2
08069069308,2
08069069309,2
08069069310,2
08069069311,2
08069069312,2
08069069313,2
08069069314,2
08069069315,2
08069069316,2
08069069317,2
08069069318,2
08069069319,2
08069069320,2
08069069321,2
08069069322,2
08069069323,2
08069069324,2
08069069325,2
08069069326,2
08069069327,2
08069069328,2
08069069329,2
08069069330,2
08069069331,2
08069069332,2
08069069333,2
08069069334,2
08069069335,2
08069069336,2
08069069337,2
08069069338,2
08069069339,2
08069069340,2
08069069341,2
08069069342,2
08069069343,2
08069069344,2
08069069401,6
08069069402,2
08069069403,2
08069069404,2
08069069405,2
08069069406,2
08069069407,2
08069069408,2
08069069409,2
08069069410,6
08069069411,6
08069069412,6
08069069413,6
08069069414,6
08069069415,6
08069069416,6
08069069417,6
08069069418,6
08069069419,6
08069069420,6
08069069421,6
08069069422,6
08069069423,2
08069069424,2
08069069425,2
08069069426,2
08069069427,2
08069069428,2
08069069429,2
08069069430,2
08069069431,2
08069069432,2
08069069433,2
08069069434,2
08069069435,2
08069069436,6
08069069437,2
08069069438,2
08069069439,2
08069069440,2
08069069441,2
08069069501,2
08069069502,2
08069069503,2
08069069504,2
08069069505,2
08069069506,2
08069069507,2
08069069508,2
08069069509,2
08069069510,2
08069069511,2
08069069512,2
08069069513,2
08069069514,2
08069069515,2
08069069516,2
08069069517,2
08069069518,2
08069069519,2
08069069520,2
08069069521,2
08069069522,2
08069069523,2
08069069524,2
08069069525,2
08069069526,2
08069069527,2
08069069528,2
08069069529,2
08069069530,2
08069069531,2
08069069532,2
08069069533,2
08069069534,2
08069069535,2
08069069536,2
08069069537,2
08069069538,2
08069069539,2
08069069540,2
08069069541,2
08069069542,2
08069069543,2
08069069544,2
08069069545,2
08069069546,2
08069069547,2
08069069548,2
08069069549,2
08069069601,2
08069069602,2
08069069603,2
08069069701,2
08069069702,2
08069069703,2
08069069801,2
08069069802,2
08069069803,2
08069069804,2
08069069805,2
08069069806,2
08069069807,2
08069069808,2
08069069809,2
08069069810,2
08069069811,2
08069069812,2
08069069813,2
08069069814,2
08071071001,8
08071071002,8
08071071003,8
08071071004,4
08071071005,4
08071071006,4
08071071007,4
08071071008,8
08071071009,4
08071071010,4
08071071011,8
08071071012,4
08071071013,8
08071071014,8
08071071016,4
08073073001,8
08073073002,8
08073073003,8
08073073004,8
08073073005,8
08073073006,8
08073073007,8
08073073008,8
08073073009,8
08073073010,8
08073073011,8
08073073012,8
08073073013,8
08075075001,8
08075075002,8
08075075003,8
08075075004,8
08075075005,8
08075075006,8
08075075007,8
08075075008,8
08075075009,8
08075075010,8
08075075011,8
08075075012,8
08075075013,8
08075075014,8
08075075015,8
08075075016,8
08077077001,6
08077077002,6
08077077003,6
08077077004,6
08077077005,6
08077077006,6
08077077007,6
08077077008,6
08077077009,6
08077077010,6
08077077011,6
08077077012,6
08077077013,6
08077077014,6
08077077015,6
08077077016,6
08077077017,6
08077077018,6
08077077019,6
08077077020,6
08077077021,6
08077077022,6
08077077023,6
08077077024,6
08077077025,6
08077077026,6
08077077027,6
08077077028,6
08077077029,6
08077077030,6
08077077031,6
08077077032,6
08077077033,6
08077077034,6
08077077035,6
08077077036,6
08077077037,6
08077077038,6
08077077039,6
08077077040,6
08077077041,6
08077077042,6
08077077043,6
08077077044,6
08077077045,6
08077077046,6
08077077047,6
08077077048,6
08077077049,6
08077077050,6
08077077051,6
08077077052,6
08077077053,6
08077077054,6
08077077055,6
08077077056,6
08077077057,6
08079040001,4
08081081001,6
08081081002,6
08081081003,6
08081081004,6
08081081005,6
08081081006,6
08081081007,6
08081081008,6
08081081009,6
08081081010,6
08081081011,6
08081081012,6
08081081013,6
08083083001,6
08083083002,6
08083083003,6
08083083004,6
08083083005,6
08083083006,6
08083083007,6
08083083008,6
08083083009,6
08083083010,6
08083083011,6
08085085001,6
08085085002,6
08085085003,6
08085085004,6
08085085005,6
08085085006,6
08085085007,6
08085085008,6
08085085009,6
08085085010,6
08085085011,6
08085085012,6
08085085013,6
08085085014,6
08085085015,6
08085085016,6
08085085017,6
08085085018,6
08085085019,6
08085085020,6
08085085021,6
08085085022,6
08085085023,6
08085085024,6
08085085025,6
08085085026,6
08085085027,6
08085085028,6
08087087001,3
08087087002,8
08087087003,8
08087087004,8
08087087005,8
08087087006,8
08087087007,8
08087087008,8
08087087009,8
08087087010,8
08087087011,8
08087087012,8
08087087013,8
08087087014,8
08087087015,8
08087087016,8
08087087017,8
08089089001,8
08089089002,8
08089089003,8
08089089004,8
08089089005,8
08089089006,8
08089089007,8
08089089008,8
08089089009,8
08089089010,8
08089089011,8
08089089012,8
08089089013,8
08089089014,8
08089089015,8
08089089016,8
08089089017,8
08091091001,4
08091091002,6
08091091003,6
08091091004,6
08091091005,4
08093093001,4
08093093002,4
08093093003,4
08093093004,4
08093093005,5
08093093006,4
08093093007,4
08093093008,5
08093093009,4
08093093010,5
08093093011,5
08093093012,5
08093093013,5
08095095001,8
08095095002,8
08095095003,8
08095095004,8
08095095005,8
08095095006,8
08095095007,8
08095095008,8
08097097001,4
08097097002,4
08097097003,4
08097097004,4
08097097005,4
08097097006,4
08097097007,4
08097097008,4
08097097009,4
08097097010,4
08099099001,8
08099099002,8
08099099003,8
08099099004,8
08099099005,8
08099099006,8
08099099007,8
08099099008,8
08099099009,8
08099099010,8
08099099011,8
08099099012,8
08099099013,8
08101101001,4
08101101002,4
08101101003,4
08101101004,4
08101101005,4
08101101006,4
08101101007,4
08101101008,4
08101101009,4
08101101010,4
08101101011,4
08101101012,4
08101101013,4
08101101014,4
08101101015,4
08101101016,4
08101101017,4
08101101018,4
08101101019,4
08101101020,4
08101101021,4
08101101022,4
08101101023,4
08101101024,4
08101101025,4
08101101026,4
08101101027,4
08101101028,4
08101101029,4
08101101030,4
08101101031,4
08101101032,4
08101101033,4
08101101034,4
08101101035,4
08101101036,4
08101101037,4
08101101038,4
08101101039,4
08101101040,4
08101101041,4
08101101042,4
08101101043,4
08101101044,4
08101101045,4
08101101046,4
08101101047,4
08101101048,4
08101101049,4
08101101050,4
08101101051,4
08101101052,4
08101101053,4
08101101054,4
08101101055,4
08101101056,4
08101101057,4
08101101058,4
08101101059,4
08101101060,4
08101101061,4
08101101062,4
08101101063,4
08101101064,4
08101101065,4
08101101066,4
08101101067,4
08101101068,4
08101101069,4
08101101070,4
08101101071,4
08101101072,4
08101101073,4
08101101074,4
08101101075,4
08101101076,4
08101101077,4
08101101078,4
08101101079,4
08101101080,4
08101101081,4
08101101082,4
08101101083,4
08101101084,4
08101101085,4
08101101086,4
08101101087,4
08101101088,4
08101101101,4
08101101102,4
08101101103,4
08101101104,4
08101101105,4
08101101106,4
08101101107,4
08101101108,4
08101101109,4
08101101110,8
08101101111,4
08101101112,4
08101101113,4
08101101201,4
08101101202,4
08101101203,4
08101101204,4
08101101205,4
08101101206,4
08101101207,4
08101101208,4
08101101209,4
08101101210,4
08101101211,4
08101101212,4
08101101213,4
08101101214,4
08101101215,4
08101101216,4
08101101217,4
08101101218,4
08101101219,4
08101101220,4
08101101301,4
08101101302,4
08101101303,4
08101101304,4
08101101401,4
08101101402,4
08101101403,4
08103103001,6
08103103002,6
08103103003,6
08103103004,6
08103103005,6
08105105001,4
08105105002,4
08105105003,4
08105105004,4
08105105005,4
08105105006,4
08105105007,4
08105105008,4
08105105009,4
08105105010,4
08105105011,4
08105105012,4
08105105013,4
08105105014,4
08105105015,4
08107107001,6
08107107002,6
08107107003,6
08107107004,6
08107107005,6
08107107006,6
08107107007,6
08107107008,6
08107107009,6
08107107010,6
08107107011,6
08107107012,6
08107107013,6
08107107014,6
08107107015,6
08107107016,6
08107107017,6
08107107018,6
08109109001,4
08109109002,4
08109109003,4
08109109004,4
08109109005,4
08109109006,4
08109109007,4
08111111001,4
08113113001,4
08113113002,4
08113113003,6
08113113004,6
08113113005,6
08113113006,4
08115115001,8
08115115002,8
08115115003,8
08115115004,8
08115115005,8
08117117001,4
08117117002,4
08117117003,4
08117117004,4
08117117005,4
08117117006,4
08117117007,4
08117117008,4
08117117009,4
08117117010,4
08117117011,4
08117117012,4
08117117013,4
08117117014,4
08117117015,4
08117117016,4
08117117017,4
08117117018,4
08117117019,4
08117117020,4
08119119001,5
08119119002,8
08119119003,5
08119119004,5
08119119005,5
08119119006,8
08119119007,5
08119119008,8
08119119009,8
08119119010,5
08119119011,5
08119119012,5
08119119013,4
08121121001,8
08121121002,8
08121121003,8
08121121004,8
08121121005,8
08121121006,8
08123123100,2
08123123101,8
08123123102,8
08123123103,8
08123123104,8
08123123105,2
08123123106,2
08123123107,2
08123123108,2
08123123109,2
08123123110,2
08123123111,2
08123123112,2
08123123113,2
08123123114,2
08123123115,2
08123123116,2
08123123117,2
08123123118,2
08123123119,2
08123123120,2
08123123121,2
08123123122,2
08123123123,2
08123123124,2
08123123125,2
08123123126,2
08123123127,2
08123123128,2
08123123129,2
08123123130,2
08123123131,2
08123123132,2
08123123133,2
08123123134,2
08123123135,2
08123123136,2
08123123137,2
08123123138,2
08123123139,2
08123123140,2
08123123141,2
08123123142,2
08123123143,2
08123123144,8
08123123145,2
08123123146,2
08123123147,2
08123123148,2
08123123149,2
08123123150,2
08123123151,2
08123123152,2
08123123153,2
08123123200,2
08123123202,3
08123123203,3
08123123204,3
08123123205,6
08123123206,2
08123123207,2
08123123208,2
08123123209,6
08123123210,2
08123123211,2
08123123212,2
08123123213,2
08123123214,2
08123123215,2
08123123216,2
08123123217,2
08123123218,2
08123123219,2
08123123220,2
08123123221,2
08123123222,2
08123123223,2
08123123224,2
08123123225,2
08123123226,2
08123123227,2
08123123228,2
08123123229,2
08123123230,2
08123123231,2
08123123232,2
08123123233,2
08123123234,6
08123123235,2
08123123236,2
08123123237,2
08123123238,2
08123123239,2
08123123240,2
08123123241,2
08123123242,6
08123123243,2
08123123244,2
08123123245,2
08123123246,2
08123123247,2
08123123248,2
08123123249,2
08123123250,2
08123123251,2
08123123252,2
08123123253,2
08123123254,2
08123123255,2
08123123300,3
08123123301,3
08123123302,3
08123123303,3
08123123304,3
08123123305,3
08123123306,6
08123123307,6
08123123308,3
08123123309,2
08123123310,3
08123123311,3
08123123312,3
08123123313,3
08123123314,3
08123123315,3
08123123316,2
08123123317,2
08123123318,2
08123123319,2
08123123320,8
08123123321,2
08123123322,2
08123123323,2
08123123324,2
08123123325,2
08123123326,2
08123123327,3
08123123328,3
08123123329,2
08123123330,2
08123123331,2
08123123332,6
08123123333,2
08123123334,6
08123123335,6
08123123336,6
08123123337,2
08123123338,2
08123123339,2
08123123340,3
08123123341,2
08123123342,3
08123123343,2
08123123344,6
08123123345,3
08123123346,6
08125125001,8
08125125002,8
08125125003,8
08125125004,8
08125125005,8
08125125006,8
08125125007,8
08125125008,8
08125125009,8
08125125010,8
08125125011,8
08125125012,8
08125125013,8
08125125014,8
